TRACT	APN	ISSUEDATE	LOT	FOLDERNUMBER	OWNERNAME	CONTRACTOR	APPLICANT	JOBLOCATION	PERMITAPPROVALS	SUBCODE	SUBDESC	WORKCODE	WORKDESC	CENSUSCODE	PERMITVALUATION	REROOFVALUATION	SQFT	DWELLUNITS	FOLDERRSN	SWIMMINGPOOL	SEWER	ENTERPRISE	PERMITFLAG
		1/3/2001		2000-022358-000-00-BD	 	NONE	NONE	1662 CANNA LN 	P						0	0	0	0	818121	N	N	N	NNNN
		1/3/2001		2000-022356-000-00-BD	 	NONE	NONE	3134 TERRYWOOD CT 	P						0	0	0	0	818119	N	N	N	NNNN
0	61255001	1/3/2001	0	2001-050011-000-00-CI	 	  	NONE	1020 TYBALT DR   (E)	E			30	Additions/Alterations		0	0	0	0	802853	N	N	Y	NNNN
0	26114044	1/3/2001	0	2001-050016-000-00-RS	 	  	NONE	1288 UNIVERSITY AV   (EPM)	PME			30	Additions/Alterations	434	0	0	0	0	802851	N	N	N	NNNN
1886	38127005	1/3/2001	84	2001-050022-000-00-RS	 	  	NONE	4617 BLUE RIDGE DR   (E)	E			30	Additions/Alterations	434	0	0	0	0	801160	N	N	N	NNNN
0	26456015	1/3/2001	0	2001-050048-000-00-RS	 	 JOSE ZUNIGA	NONE	931 CHABRANT WY   (P)	P			30	Additions/Alterations	434	0	0	0	0	801158	N	N	N	NNNN
5565	45933030	1/3/2001	277	2001-050010-000-00-RS	 	  	NONE	3705 THOUSAND OAKS DR   (EPM)	PME			30	Additions/Alterations	434	0	0	0	0	800469	N	N	N	NNNN
5650	68958044	1/3/2001	21	2001-050003-000-00-RS	 	  	NONE	494 THETA CT   (M)	M			30	Additions/Alterations	434	0	0	0	0	800467	N	N	N	NNNN
0	26436098	1/3/2001	0	2001-050031-000-00-RS	 	 JOSE ZUNIGA	NONE	42 VIRGINIA ST   (P)	P			30	Additions/Alterations	434	0	0	0	0	800459	N	N	N	NNNN
2050	56740058	1/3/2001	101	2001-050018-000-00-RS	 	  	NONE	5681 WALTRIP LN   (EM)	ME			30	Additions/Alterations	434	0	0	0	0	800457	N	N	N	NNNN
6439	47728139	1/3/2001	8	2001-050015-000-00-RS	 	  	NONE	1157 WINSLOW DR   (P)	P			30	Additions/Alterations	434	0	0	0	0	800455	N	N	N	NNNN
0	23720111	1/3/2001	0	2001-050062-000-00-CI	 	  	NONE	1968 JUNCTION AV  FDK AMERICA (B)	B			30	Additions/Alterations		0	0	0	0	819778	N	N	Y	NNNN
6823	49731017	1/3/2001	6	2001-050043-000-00-CI	 	 JOSE ZUNIGA	NONE	2798 AIELLO DR  UNIT: B  (EM)	ME			30	Additions/Alterations		0	0	0	0	818325	N	N	Y	NNNN
0	00000000	1/3/2001	0	2001-050074-000-00-CI	 	  	NONE	1111 STORY RD   (BEPM)	BPME			30	Additions/Alterations		0	0	0	0	818267	N	N	Y	NNNN
0	70609096	1/3/2001	0	2001-050080-000-00-CI	 	  	NONE	6580 VIA DEL ORO    (M)	M			30	Additions/Alterations		0	0	0	0	818234	N	N	Y	NNNN
2129	68412013	1/3/2001	433	2001-050024-000-00-RS	 	  	NONE	572 CONTINENTAL DR   (P)	M			30	Additions/Alterations	434	0	0	0	0	818102	N	N	N	NNNN
2018	29911005	1/3/2001	12	2001-050004-000-00-RS	 	VALLEY HEATING & COOLING   	NONE	4099 TEALE AV   (M)	M			30	Additions/Alterations	434	0	0	0	0	818099	N	N	N	NNNN
0	47725023	1/3/2001	0	2001-050072-000-00-CI	 	  	NONE	2055 7TH ST   (B)	B			30	Additions/Alterations		0	0	0	0	818098	N	N	Y	NNNN
0	24955066	1/3/2001	0	2001-050034-000-00-RS	 	  	NONE	2855 STEVENS CREEK BL   (P)	P			30	Additions/Alterations	434	0	0	0	0	818093	N	N	N	NNNN
0	26458010	1/3/2001	0	2001-050029-000-00-RS	 	  	NONE	1154 GARFIELD AV   (EPM)	PME			30	Additions/Alterations	434	0	0	0	0	818092	N	N	N	NNNN
0	23029063	1/3/2001	2	2001-050028-000-00-CI	 	  	NONE	1762 TECHNOLOGY DR   (EM)	ME			30	Additions/Alterations		0	0	0	0	818091	N	N	Y	NNNN
0	274-43-035	1/3/2001	0	2001-050007-000-00-CI	 	  	NONE	2855 STEVENS CREEK BL   (B)	B			30	Additions/Alterations		0	0	0	0	814009	N	N	Y	NNNN
0	00000000	1/3/2001	0	2001-050071-000-00-CI	 	  	NONE	2855 STEVENS CREEK BL   (BEPM)	BPME			30	Additions/Alterations		0	0	0	0	814005	N	N	Y	NNNN
3011	40345033	1/3/2001	42	2001-050061-000-00-RS	 	  	NONE	4755 DEL LOMA CT   (P)	P			30	Additions/Alterations	434	0	0	0	0	808596	N	N	N	NNNN
3759	68913025	1/3/2001	74	2001-050058-000-00-RS	 	KITCHENWORKS INC/DBE HW/RBA   	NONE	5978 CLYDESDALE AV   (M)	M			30	Additions/Alterations	434	0	0	0	0	808595	N	N	N	NNNN
0	45524076	1/3/2001	0	2001-050066-000-00-CI	 	  	NONE	2871 MONTEREY RD   (E)	E			30	Additions/Alterations		0	0	0	0	808594	N	N	Y	NNNN
7981	66040050	1/3/2001	122	2001-050027-000-00-RS	 	  	NONE	3333 MEADOWLANDS LN   (P)	P			30	Additions/Alterations	434	0	0	0	0	808593	N	N	N	NNNN
3982	57745055	1/3/2001	348	2001-050014-000-00-RS	 	  	NONE	1706 MANITOU CT   (EM)	ME			30	Additions/Alterations	434	0	0	0	0	808592	N	N	N	NNNN
0	27720017	1/3/2001	0	2001-050008-000-00-CI	 	  	NONE	355 MERIDIAN AV   (P)	P			30	Additions/Alterations		0	0	0	0	808591	N	N	Y	NNNN
1933	38132049	1/3/2001	10	2001-050065-000-00-RS	 	  	NONE	1476 EL OSO DR   (EP)	PE			30	Additions/Alterations	434	0	0	0	0	808586	N	N	N	NNNN
3502	44229034	1/3/2001	40	2001-050033-000-00-RS	 	  	NONE	2627 HILL PARK DR   (EPM)	PME			30	Additions/Alterations	434	0	0	0	0	808585	N	N	N	NNNN
744	27735016	1/3/2001	34	2001-050025-000-00-RS	 	  	NONE	424 GENEVIEVE LN   (P)	P			30	Additions/Alterations	434	0	0	0	0	808584	N	N	N	NNNN
5695	70814048	1/3/2001	292	2001-050005-000-00-RS	 	VALLEY HEATING & COOLING   	NONE	7175 CALERO HILLS CT   (M)	M			30	Additions/Alterations	434	0	0	0	0	808422	N	N	N	NNNN
0		1/3/2001	0	2001-050053-000-00-MF	 	  	NONE	254 WHITE RD   (E)	E			30	Additions/Alterations	434	0	0	0	0	804288	N	N	N	NNNN
5400	68449017	1/3/2001	27	2001-050063-000-00-RS	 	KITCHENWORKS INC/DBE HW/RBA   	NONE	5062 GAZANIA DR   (EM)	ME			30	Additions/Alterations	434	0	0	0	0	802876	N	N	N	NNNN
1498	42119038	1/3/2001	22	2001-050077-000-00-RS	 	  	NONE	5037 BEL CANTO DR   (EPM)	PME			30	Additions/Alterations	434	0	0	0	0	802875	N	N	N	NNNN
0		1/3/2001	0	2001-050017-000-00-CI	 	  	NONE	333 SANTA CLARA ST   (M)	M			30	Additions/Alterations		0	0	0	0	802872	N	N	Y	NNNN
0	00000000	1/3/2001	0	2001-050036-000-00-CI	 	 JOSE ZUNIGA	NONE	2855 STEVENS CREEK BL  HOT TOPIC (BEPM)	BPME			30	Additions/Alterations		0	0	0	0	802866	N	N	Y	NNNN
6669	48120068	1/3/2001	12	2001-050047-000-00-RS	 	 JOSE ZUNIGA	NONE	2077 SUNSET VIEW PL   (M)	M			30	Additions/Alterations	434	0	0	0	0	802865	N	N	N	NNNN
3647	44224039	1/3/2001	63	2001-050002-000-00-RS	 	VALLEY HEATING & COOLING   	NONE	2448 RALEIGH DR   (M)	M			30	Additions/Alterations	434	0	0	0	0	802864	N	N	N	NNNN
4377	37701071	1/3/2001	184	2001-050023-000-00-RS	 	  	NONE	1029 JOHNSON AV   (P)	P			30	Additions/Alterations	434	0	0	0	0	802862	N	N	N	NNNN
0	26456109	1/3/2001	0	2001-050006-000-00-CI	 	  	NONE	1082 LINCOLN AV   (B)	B			30	Additions/Alterations		0	0	0	0	802859	N	N	Y	NNNN
0	43411057	1/3/2001	0	2001-050026-000-00-RS	 	  	NONE	1225 VINE ST   (M)	M			30	Additions/Alterations	434	0	0	0	0	800454	N	N	N	NNNN
2286	48413041	1/3/2001	163	2001-050070-000-00-RS	 	  	NONE	191 WHITE RD   (P)	P			30	Additions/Alterations	434	0	0	0	0	800452	N	N	N	NNNN
0	48103011	1/3/2001	0	2001-050012-000-00-RS	 	  	NONE	242 33RD ST   (EM)	ME			30	Additions/Alterations	434	0	0	0	0	800449	N	N	N	NNNN
0	46739035	1/3/2001	0	2001-050041-000-00-RS	 	  	NONE	346 16TH ST   (M)	M			30	Additions/Alterations	434	0	0	0	0	800448	N	N	N	NNNN
6193	42120021	1/3/2001	5	2001-050044-000-00-RS	 	  	NONE	5156 OXBOW CT   (EM)	ME			30	Additions/Alterations	434	0	0	0	0	800446	N	N	N	NNNN
8991	68003016	1/3/2001	215	2001-050069-000-00-RS	 	  	NONE	5518 STONEY CREEK PL   (BEPM)	BPME			140	New Construction		0	0	0	0	818100	N	N	N	NNNN
0		1/3/2001	0	2001-050075-000-00-CI	 	  	NONE	1700 TECHNOLOGY DR   (P)	P			140	New Construction	328	0	0	0	0	818090	N	N	Y	NNNN
0		1/3/2001	0	2001-050073-000-00-CI	 	  	NONE	1650 TECHNOLOGY DR   (P)	P			140	New Construction	328	0	0	0	0	814015	N	N	Y	NNNN
		1/3/2001		2000-022350-000-00-BD	 	NONE	NONE	1302 FLICKINGER AV 	B						0	0	0	0	818114	N	N	N	NNNN
		1/3/2001		2000-022342-000-00-BD	 	NONE	NONE	45 HOBSON ST  UNIT: 10A 45 HOBSON ST  Suite: 10A	P						0	0	0	0	818112	N	N	N	NNNN
		1/3/2001		2000-022337-000-00-BD	 	NONE	NONE	1706 FABIAN DR 	B						0	0	0	0	818111	N	N	N	NNNN
		1/3/2001		2000-022339-000-00-BD	 	NONE	NONE	861 DOREL DR 	B						0	0	0	0	818109	N	N	N	NNNN
		1/3/2001		2000-022351-000-00-BD	 	NONE	NONE	3240 JADE AV  [B] REROOF	B						0	0	0	0	818108	N	N	N	NNNN
		1/3/2001		2001-062054-000-00-BD	 	NONE	NONE	1540 CAMINO MONDE  	BPME						0	0	0	0	818089	N	N	N	NNNN
		1/3/2001		2001-070555-000-00-BD	 	NONE	NONE	1864 PARK AV 	BPME						0	0	0	0	818083	N	N	N	NNNN
		1/3/2001		2000-022349-000-00-BD	 	NONE	NONE	1179 PARK AV 	E						0	0	0	0	791442	N	N	N	NNNN
		1/3/2001		2000-022366-000-00-BD	 	NONE	WATER HEATERS/MORE PLUMBING   	954 WINCHESTER BL  954 S WINCHESTER BL 	P-Complete	4054	Online Permits	30	Additions/Alterations		0	0	0	0	873683	N	N	N	NYNN
		1/3/2001		2000-022365-000-00-BD	 	NONE	WATER HEATERS ONLY INC   	284 24TH ST  284 N 24TH ST 	P-Complete	4054	Online Permits	30	Additions/Alterations		0	0	0	0	873682	N	N	N	NYNN
		1/3/2001		2000-022357-000-00-BD	 	NONE	WATER HEATERS ONLY INC   	742 ALBANESE CL  742  ALBANESE CL 	P-Complete	4054	Online Permits	30	Additions/Alterations		0	0	0	0	873681	N	N	N	NYNN
		1/3/2001		2000-022355-000-00-BD	 	NONE	WATER HEATERS/MORE PLUMBING   	1422 MINNESOTA AV  1422  MINNESOTA AV 	P-Complete	4054	Online Permits	30	Additions/Alterations		0	0	0	0	873680	N	N	N	NYNN
		1/3/2001		2000-022354-000-00-BD	 	NONE	WATER HEATERS/MORE PLUMBING   	3231 KENHILL DR  3231  KENHILL DR 	P-Complete	4054	Online Permits	30	Additions/Alterations		0	0	0	0	873679	N	N	N	NYNN
		1/3/2001		2000-022353-000-00-BD	 	NONE	WATER HEATERS/MORE PLUMBING   	6294 SKYWALKER DR  6294  SKYWALKER DR 	P-Complete	4054	Online Permits	30	Additions/Alterations		0	0	0	0	873678	N	N	N	NYNN
		1/3/2001		2000-022352-000-00-BD	 	NONE	AIR DESIGN INC   	917 GOODWIN AV  917  GOODWIN AV 	M-Complete	4054	Online Permits	30	Additions/Alterations		0	0	0	0	873677	N	N	N	NNYN
		1/3/2001		2000-022348-000-00-BD	 	NONE	JUST WATER HEATERS INC   	5550 LAUREN DR  5550  LAUREN DR 	P-Complete	4054	Online Permits	30	Additions/Alterations		0	0	0	0	873676	N	N	N	NYNN
1268	48807025	1/3/2001	67	2001-050078-000-00-RS	 	 JOSE ZUNIGA	NONE	1449 MCGINNESS AV   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	802856	N	N	N	NNNN
2205	48446019	1/3/2001	411	2001-050021-000-00-RS	 	 JOSE ZUNIGA	NONE	2587 PENDRAGON LN   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	800444	N	N	N	NNNN
0	42935024	1/3/2001	0	2001-050059-000-00-RS	 	  	NONE	1452 CHERRY AV   (BEP)	BPE	4030	Single Family	70	Demolition	645	0	0	0	0	819495	N	N	N	NNNN
0	27412071	1/3/2001	30	2001-050052-000-00-RS	 	  	NONE	1439 HANCHETT AV  AUSTIN POOL (BEP)	BPE	4030	Single Family	140	New Construction	101	0	0	0	0	819206	N	N	N	NNNN
1573	44240007	1/3/2001	90	2001-050049-000-00-RS	 	  	NONE	2892 LA JOLLA AV  JOHNSON POOL/SPA (BEP)	BPE	4030	Single Family	140	New Construction	101	0	0	0	0	802861	N	N	N	NNNN
6143	67036014	1/3/2001	20	2001-050060-000-00-RS	 	  	NONE	1548 ALDRICH WY   (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	802874	N	N	N	NNNN
1818	44625018	1/3/2001	14	2001-050030-000-00-RS	 	  	NONE	1989 ADELE PL   (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	801161	N	N	N	NNNN
4780	68945064	1/3/2001	38	2001-050055-000-00-RS	 	  	NONE	6208 VALROY DR   (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	800461	N	N	N	NNNN
7	27411028	1/3/2001	32	2001-050037-000-00-RS	 	  	NONE	1510 CALAVERAS AV   (B)	B	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	818103	N	N	N	NNNN
2797	40349032	1/3/2001	179	2001-050068-000-00-RS	 	 JOSE ZUNIGA	NONE	2624 META DR   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	808588	N	N	N	NNNN
1790	48601097	1/3/2001	501	2001-050013-000-00-RS	 	 JOSE ZUNIGA	NONE	1767 FOLEY AV   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	808587	N	N	N	NNNN
2744	49108105	1/3/2001	116	2001-050035-000-00-RS	 	  	NONE	1824 CUNNINGHAM AV   (BP)	BP	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	808426	N	N	N	NNNN
1268	48807033	1/3/2001	202	2001-050032-000-00-RS	 	 JOSE ZUNIGA	NONE	2791 CORNWALL DR   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	808425	N	N	N	NNNN
5808	48641018	1/3/2001	59	2001-050038-000-00-RS	 	  	NONE	2518 DUMONT CL   (BE)	BE	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	808424	N	N	N	NNNN
3467	38113061	1/3/2001	23	2001-050045-000-00-RS	 	  	NONE	981 CERA DR   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	808423	N	N	N	NNNN
